Face,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,
P07163104,P07163105,P07163106,P07163107,pB4493,0.5,2.5,1.5,,,,,,,,,,
P07163108,P07163109,P07163110,P07163111,pB4392,0.5,2.5,1,,,,,,,,,,
P07163112,P07163113,P07163114,P07163115,pB4393,0.5,2.5,1.5,,,,,,,,,,
P07163116,P07163117,P07163118,P07163119,pB4483,0.5,3,1.5,,,,,,,,,,
P07163120,P07163121,P07163122,P07163123,pB4383,0.5,2.5,1.5,,,,,,,,,,
P07163124,P07163125,P07163126,P07163127,pB4472,0.5,2.5,0.5,,,,,,,,,,
P07163128,P07163129,P07163130,P07163131,pB4488,0.5,1,1.5,,,,,,,,,,
P07163132,P07163133,P07163134,P07163135,pB4495,0.5,2.5,1,,old,,,,,,,,
P07163136,P07163137,P07163138,P07163139,pB4481,0.5,2.5,1.5,,damaged,,,,,,,,
P07163140,P07163141,P07163142,P07163143,pB4390,0.5,2.5,1.5,,,,,,,,,,
P07163144,P07163145,P07163146,P07163147,pB4498,0.5,2.5,1,,,,,,,,,,
P07163148,P07163149,P07163150,P07163151,pB4400,2.5,2.5,3.5,,,,,,,,,,
P07163152,P07163153,P07163154,P07163155,pB4482,1.5,3,1,,,,,,,,,,
P07163156,P07163157,P07163158,P07163159,pB4491,1.5,0.5,1.5,,,,,,,,,,
P07163160,P07163161,P07163162,P07163163,pB4385,0.5,3,1.5,,,,,,,,,,
P07163164,P07163165,P07163166,P07163167,pB4397,0.5,2.5,2.5,,,,,,,,,,
P07163168,P07163169,P07163170,P07163171,pB4458,0.5,2.5,1,,,,,,,,,,
P07163172,P07163173,P07163174,P07163175,pB4494,0.5,2.5,1.5,,old/damaged,,,,,,,,
P07163176,P07163177,P07163178,P07163179,pB4475,2,2.5,2,,damaged,,,,,,,,
P07163180,P07163181,P07163182,P07163183,pB4386,0.5,3,1.5,,,,,,,,,,
P07163184,P07163185,P07163186,P07163187,pB4443,0.5,3,3,,,,,,,,,,
P07163188,P07163189,P07163190,P07163191,pB4398,0.5,2.5,3,,,,,,,,,,
P07163192,P07163193,P07163196,P07163197,pB4469,0.5,3,1.5,,damaged,,,,,,,,
P07163198,P07163199,P07163200,P07163201,pB4484,1.5,2.5,3,,,,,,,,,,
P07173202,P07173203,P07173204,P07173205,pB4501,0.5,2.5,1,,,,,,,,,,
P07173206,P07173207,P07173208,P07173209,pB4506,0.5,2,3.5,,,,,,,,,,
P07173210,P07173211,P07173212,P07173213,pB4515,1,2.5,3,,,,,,,,,,
P07173214,P07173215,P07173216,P07173217,pB4556,0.5,2.5,3,,,,,,,,,,
P07173218,P07173219,P07173220,P07173221,pB4516,0.5,2.5,1,,old,,,,,,,,
P07173222,P07173223,P07173224,P07173225,pB4510,0.5,2.5,1.5,,,,,,,,,,
P07173226,P07173227,P07173228,P07173229,pB4503,0.5,2.5,3.5,,old,,,,,,,,
P07173230,P07173231,P07173232,P07173233,pB4478,0.5,3,1.5,,,,,,,,,,
P07173234,P07173235,P07173236,P07173237,pB3717,0.5,3,0.5,,,,,,,,,,
P07173238,P07173239,P07173240,P07173241,pB4463,3.5,3,3,,,,,,,,,,
P07173242,P07173243,P07173244,P07173245,pB4505,0.5,2.5,1.5,,,,,,,,,,
P07173246,P07173247,P07173248,P07173249,pB4513,0.5,2.5,1.5,,old,,,,,,,,
P07173250,P07173251,P07173252,P07173253,pB4464,0.5,2.5,1.5,,,,,,,,,,
P07173254,P07173255,P07173256,P07173257,pB4504,0.5,2.5,1,,,,,,,,,,
P07173258,P07173259,P07173260,P07173261,pB4465,0.5,2.5,1.5,,damaged,,,,,,,,
P07173262,P07173263,P07173264,P07173265,pB4511,0.5,2.5,1,,,,,,,,,,
P07173266,P07173267,P07173268,P07173269,pB4502,0.5,3,1,,,,,,,,,,
P07173270,P07173271,P07173272,P07173273,pB4462,0.5,2.5,1,,old,,,,,,,,
P07173274,P07173275,P07173276,P07173277,pB4461,0.5,2.5,1,,,,,,,,,,
P07173278,P07173279,P07173280,P07173281,pB4507,0.5,2.5,1,,old,,,,,,,,
P07173282,P07173283,P07173284,P07173285,pB4405,1,2.5,2.5,,,,,,,,,,
P07173286,P07173287,P07173288,P07173289,pB4519,0.5,3,1.5,,,,,,,,,,
P07173290,P07173291,P07173292,P07173293,pB4476,3,2.5,3,,,,,,,,,,
P07173294,P07173295,P07173296,P07173297,pB4471,0.5,3,1.5,,,,,,,,,,
P07173298,P07173299,P07173300,P07173301,pB4470,0.5,25,1.5,,,,,,,,,,
P07173302,P07173303,P07173304,P07173305,pB4517,0.5,3,1,,,,,,,,,,
P07173306,P07173307,P07173308,P07173309,pB4520,0.5,2.5,1.5,,old,,,,,,,,
P07173310,P07173311,P07173312,P07173313,pB4508,0.5,2.5,1,,damaged,,,,,,,,
P07173314,P07173315,P07173316,P07173317,pB4518,0.5,2.5,1.5,,,,,,,,,,
P07173318,P07173319,P07173320,P07173321,pB4467,0.5,2.5,2,,,,,,,,,,
P07173322,P07173323,P07173324,P07173325,pB4512,0.5,2.5,1.5,,damaged,,,,,,,,
P07173326,P07173327,P07173328,P07173329,pB4514,0.5,2.5,1,,old,,,,,,,,
P07173330,P07173331,P07173332,P07173333,pB4468,0.5,2.5,1.5,,,,,,,,,,
P07173334,P07173335,P07173336,P07173337,pB4537,2,1,1.5,,damaged,,,,,,,,
P07173338,P07173339,P07173340,P07173341,pB4544,3.5,0.5,3,,,,,,,,,,
P07173342,P07173343,P07173344,P07173345,pB4551,4,0.5,3.5,,,,,,,,,,
P07173346,P07173347,P07173348,P07173349,pB4532,4,1,1,,,,,,,,,,
P07173350,P07173351,P07173352,P07173353,pB4526,2,1,2.5,,,,,,,,,,
P07173354,P07173355,P07173356,P07173357,pB4521,3.5,1,3,,,,,,,,,,
P07173358,P07173359,P07173360,P07173361,pB4530,3.5,2.5,1.5,,,,,,,,,,
P07173362,P07173363,P07173364,P07173365,pB4546,3.5,1,3,,,,,,,,,,
P07173366,P07173367,P07173368,P07173369,pB4531,3,0.5,3.5,,,,,,,,,,
P07173370,P07173371,P07173372,P07173373,pB4480,3.5,1,3,,,,,,,,,,
P07173374,P07173375,P07173376,P07173377,pB4539,3,1,3,,damaged,,,,,,,,
P07173378,P07173379,P07173380,P07173381,pB4536,3,0.5,3.5,,,,,,,,,,
P07173382,P07173383,P07173384,P07173385,pB4557,4,0.5,3.5,,damaged,,,,,,,,
P07173386,P07173387,P07173388,P07173389,pB4559,3,0.5,3,,,,,,,,,,
P07173390,P07173391,P07173392,P07173393,pB4558,4,0.5,3.5,,,,,,,,,,
P07173394,P07173395,P07173396,P07173397,pB4547,4.5,1,3.5,,,,,,,,,,
P07173398,P07173399,P07173400,P07173401,pB4540,4,0.5,1,,,,,,,,,,
P07173402,P07173403,P07173404,P07173405,pB4548,3,0.5,3.5,,,,,,,,,,
P07173406,P07173407,P07173408,P07173409,pB4610,3,0.5,3,,,,,,,,,,
P07173410,P07173411,P07173412,P07173413,pB4545,4,0.5,3.5,,,,,,,,,,
P07173414,P07173415,P07173416,P07173417,pB4522,4,1,3.5,,old,,,,,,,,
P07173418,P07173419,P07173420,P07173421,pB4523,2,1.5,1.5,,,,,,,,,,
P07173422,P07173423,P07173424,P07173425,pB4542,3.5,1,3.5,,old,,,,,,,,
P07173426,P07173427,P07173428,P07173429,pB4613,3.5,1,3,,,,,,,,,,
P07173430,P07173431,P07173432,P07173433,pB4560,4,1.5,3,,,,,,,,,,
P07173434,P07173435,P07173436,P07173437,pB4543,4,0.5,3,,damaged,,,,,,,,
P07173438,P07173439,P07173440,P07173441,pB4525,4,1,1,,,,,,,,,,
P07173442,P07173443,P07173444,P07173445,pB4529,4,0.5,3,,damaged,,,,,,,,
P07173446,P07173447,P07173448,P07173449,pB4608,4,0.5,1,,,,,,,,,,
P07173450,P07173451,P07173452,P07173453,pB4534,4,0.5,3.5,,,,,,,,,,
P07173454,P07173455,P07173456,P07173457,pB4614,3.5,0.5,3,,,,,,,,,,
P07173458,P07173459,P07173460,P07173461,pB4605,3,1,3,,damaged,,,,,,,,
P07173462,P07173463,P07173464,P07173465,pB4617,3,0.5,3.5,,,,,,,,,,
P07173466,P07173467,P07173468,P07173469,pB4620,3.5,0.5,3,,,,,,,,,,
P07173470,P07173471,P07173472,P07173473,pB4549,3.5,0.5,3.5,,,,,,,,,,
P07173474,P07173475,P07173476,P07173477,pB4550,4.5,0.5,3,,,,,,,,,,
P07173478,P07173479,P07173480,P07173481,pB4527,4,1.5,3,,,,,,,,,,
P07173482,P07173483,P07173484,P07173485,pB4552,4.5,0.5,3,,,,,,,,,,
P07173486,P07173487,P07173488,P07173489,pB4535,3.5,1,3,,,,,,,,,,
P07173490,P07173491,P07173492,P07173493,pB4553,3.5,1.5,3,,,,,,,,,,
P07173494,P07173495,P07173496,P07173497,pB4555,3.5,0.5,NA,,damaged,,,,,,,,
P07173498,P07173499,P07173500,P07173501,pB4533,3.5,0.5,3.5,,,,,,,,,,
P07173502,P07173503,P07173504,P07173505,pB4615,4,1,1,,,,,,,,,,
P07173506,P07173507,P07173508,P07173509,pB4601,3,0.5,1,,,,,,,,,,
P07173510,P07173511,P07173512,P07173513,pB4612,3.5,0.5,3,,,,,,,,,,
P07173514,P07173515,P07173516,P07173517,pB4603,4,1,3.5,,old,,,,,,,,
P07173518,P07173519,P07173520,P07173521,pB4629,3,0.5,1.5,,,,,,,,,,
P07173522,P07173523,P07173524,P07173525,pB4600,3,0.5,3.5,,damaged,,,,,,,,
P07173526,P07173527,P07173528,P07173529,pB4607,4,0.5,3,,old,,,,,,,,
P07173530,P07173531,P07173532,P07173533,pB4627,3,0.5,3,,,,,,,,,,
P07173534,P07173535,P07173536,P07173537,pB4602,3.5,0.5,3,,old,,,,,,,,
P07173538,P07173539,P07173540,P07173541,pB4586,3.5,0.5,3.5,,damaged,,,,,,,,
P07173542,P07173543,P07173544,P07173545,pB4583,3,0.5,1,,,,,,,,,,
P07173546,P07173547,P07173548,P07173549,pB4594,4.5,0.5,3.5,,damaged,,,,,,,,
P07173550,P07173551,P07173552,P07173553,pB4590,4,0.5,3,,,,,,,,,,
P07173554,P07173555,P07173556,P07173557,pB4584,3.5,1,3.5,,damaged,,,,,,,,
P07173558,P07173559,P07173560,P07173561,pB4597,3.5,1,3.5,,,,,,,,,,
P07173562,P07173563,P07173564,P07173565,pB4599,3.5,1,3.5,,old,,,,,,,,
P07173566,P07173567,P07173568,P07173569,pB4591,3.5,0.5,3.5,,,,,,,,,,
P07173570,P07173571,P07173572,P07173573,pB4639,3.5,0.5,1,,,,,,,,,,
P07173574,P07173575,P07173576,P07173577,pB4604,3.5,0.5,3,,damaged,,,,,,,,
P07173578,P07173579,P07173580,P07173581,pB4625,4.5,0.5,3,,,,,,,,,,
P07173582,P07173583,P07173584,P07173585,pB4619,3.5,1,1,,old,,,,,,,,
P07173586,P07173587,P07173588,P07173589,pB4589,3,0.5,3,,,,,,,,,,
P07173590,P07173591,P07173592,P07173593,pB4595,3,0.5,3.5,,,,,,,,,,
P07173594,P07173595,P07173596,P07173597,pB4596,3,1,3.5,,,,,,,,,,
P07173598,P07173599,P07173600,P07173601,pB4541,3,1,3,,,,,,,,,,
P07173602,P07173603,P07173604,P07173605,pB4606,4,0.5,3,,damaged/old,,,,,,,,
P07173606,P07173607,P07173608,P07173609,pB4630,3.5,0.5,1,,,,,,,,,,
P07173610,P07173611,P07173612,P07173613,pB4585,4,0.5,3,,,,,,,,,,
P07173614,P07173615,P07173616,P07173617,pB4637,3.5,0.5,1,,damaged,,,,,,,,
P07173618,P07173619,P07173620,P07173621,pB4582,3.5,1.5,3.5,,,,,,,,,,
P07173622,P07173623,P07173624,P07173625,pB4618,4,0.5,3,,,,,,,,,,
P07173626,P07173627,P07173628,P07173629,pB4636,4,0.5,3,,damaged,,,,,,,,
P07173630,P07173631,P07173632,P07173633,pB4623,4,0.5,3.5,,,,,,,,,,
P07173634,P07173635,P07173636,P07173637,pB4638,4,0.5,3,,,,,,,,,,
P07173638,P07173639,P07173640,P07173641,pB4598,3.5,1,3,,,,,,,,,,
P07173642,P07173643,P07173644,P07173645,pB4592,4,0.5,3,,,,,,,,,,
P07173646,P07173647,P07173648,P07173649,pB4611,3.5,1,3,,,,,,,,,,
P07173650,P07173651,P07173652,P07173653,pB4621,3,0.5,3,,,,,,,,,,
P07173654,P07173655,P07173656,P07173657,pB4624,3.5,0.5,3,,damaged,,,,,,,,
P07173658,P07173659,P07173660,P07173661,pB4616,3.5,1,3,,,,,,,,,,
P07173662,P07173663,P07173664,P07173665,pB4667,3,0.5,3,,,,,,,,,,
P07173666,P07173667,P07173668,P07173669,pB4642,4,1,3,,,,,,,,,,
P07173670,P07173671,P07173672,P07173673,pB4633,3,0.5,3.5,,,,,,,,,,
P07173674,P07173675,P07173676,P07173677,pB4677,3,1,3.5,,,,,,,,,,
P07173678,P07173679,P07173680,P07173681,pB4652,4,0.5,3,,,,,,,,,,
P07173682,P07173683,P07173684,P07173685,pB4662,4,0.5,3,,,,,,,,,,
P07173686,P07173687,P07173688,P07173689,pB4626,3,0.5,3.5,,,,,,,,,,
P07173690,P07173691,P07173692,P07173693,pB4673,3.5,1,3,,,,,,,,,,
P07173694,P07173695,P07173696,P07173697,pB4657,3.5,0.5,3.5,,,,,,,,,,
P07173698,P07173699,P07173700,P07173701,pB4632,4,0.5,3,,,,,,,,,,
P07173702,P07173703,P07173704,P07173705,pB4669,3.5,0.5,1,,,,,,,,,,
P07173706,P07173707,P07173708,P07173709,pB4645,4,0.5,3,,,,,,,,,,
P07173710,P07173711,P07173712,P07173713,pB4672,4.5,0.5,3,,,,,,,,,,
P07173714,P07173715,P07173716,P07173717,pB4622,3,0.5,3,,old,,,,,,,,
P07173718,P07173719,P07173720,P07173721,pB4650,4,0.5,3,,old,,,,,,,,
P07173722,P07173723,P07173724,P07173725,pB4659,3,0.5,3,,,,,,,,,,
P07173726,P07173727,P07173728,P07173729,pB4658,3,0.5,3,,,,,,,,,,
P07173730,P07173731,P07173732,P07173733,pB4631,4,0.5,3.5,,damaged,,,,,,,,
P07173734,P07173735,P07173736,P07173737,pB4628,3,0.5,3.5,,,,,,,,,,
P07173738,P07173739,P07173740,P07173741,pB4634,4,0.5,3,,,,,,,,,,
P07173742,P07173743,P07173744,P07173745,pB4679,3,0.5,1,,,,,,,,,,
P07173746,P07173747,P07173748,P07173749,pB4649,3,0.5,3,,,,,,,,,,
P07173750,P07173751,P07173752,P07173753,pB4646,3,0.5,4,,,,,,,,,,
P07173754,P07173755,P07173756,P07173757,pB4675,3.5,0.5,3,,,,,,,,,,
P07173758,P07173759,P07173760,P07173761,pB4680,4.5,0.5,3,,,,,,,,,,
P07173762,P07173763,P07173764,P07173765,pB4656,4,0.5,1,,,,,,,,,,
P07173766,P07173767,P07173768,P07173769,pB4641,4,0.5,3.5,,,,,,,,,,
P07173770,P07173771,P07173772,P07173773,pB4581,3.5,0.5,3.5,,,,,,,,,,
P07173774,P07173775,P07173776,P07173777,pB4666,4,1,1,,,,,,,,,,
P07173778,P07173779,P07173780,P07173781,pB4665,3,1,3.5,,,,,,,,,,
P07173782,P07173783,P07173784,P07173785,pB4655,3.5,0.5,3,,,,,,,,,,
P07173786,P07173787,P07173788,P07173789,pB4643,3.5,0.5,3.5,,,,,,,,,,
P07173790,P07173791,P07173792,P07173793,pB4635,4,0.5,3,,,,,,,,,,
P07173794,P07173795,P07173796,P07173797,pB4653,3.5,0.5,3,,,,,,,,,,
P07173798,P07173799,P07173800,P07173801,pB4644,3,0.5,3,,,,,,,,,,
P07173802,P07173803,P07173804,P07173805,pB4593,3,1,3.5,,,,,,,,,,
P07173806,P07173807,P07173808,P07173809,pB4640,3,0.5,3,,,,,,,,,,
P07173810,P07173811,P07173812,P07173813,pB4588,3.5,1,3,,,,,,,,,,
P07173814,P07173815,P07173816,P07173817,pB4648,3,0.5,3,,,,,,,,,,
P07173818,P07173819,P07173820,P07173821,pB4587,3,0.5,3,,,,,,,,,,
P07173822,P07173823,P07173824,P07173825,pB4647,3.5,0.5,3,,,,,,,,,,
P07173826,P07173827,P07173828,P07173829,pB4654,4,1,NA,,old,,,,,,,,
P07173830,P07173831,P07173832,P07173833,pB4670,4,0.5,4,,,,,,,,,,
P07173834,P07173835,P07173836,P07173837,pB4668,4,1,3.5,,,,,,,,,,
P07173838,P07173839,P07173840,P07173841,pB4663,2.5,0.5,2,,damaged,,,,,,,,
P07173842,P07173843,P07173844,P07173845,pB4660,3.5,1,3.5,,,,,,,,,,
P07173846,P07173847,P07173848,P07173849,pB4651,4,1,3,,,,,,,,,,
P07173850,P07173851,P07173852,P07173853,pB4678,3.5,1,1,,,,,,,,,,
P07183854,P07183855,P07183856,P07183857,pB0094,1,2,3.5,Helena,,,,,,,,,
P07183858,P07183859,P07183860,P07183861,pA2499,2.5,2.5,3.5,Helena,,,,,,,,,
P07183862,P07183863,P07183864,P07183865,pB0586,3,0.5,3,Helena,,,,,,,,,
P07183866,P07183867,P07183868,P07183869,pB4301,0.5,2.5,1.5,Helena,,,,,,,,,
P07183870,P07183871,P07183872,P07183873,pB0402,0.5,2.5,1.5,Helena,,,,,,,,,
P07183874,P07183875,P07183876,P07183877,pB0634,0.5,2.5,2.5,Helena,damaged,,,,,,,,
P07183878,P07183879,P07183880,P07183881,pB0192,1,0.5,3,Helena,,,,,,,,,
P07183882,P07183883,P07183884,P07183885,pB0580,0.5,2.5,1.5,Helena,,,,,,,,,
P07183886,P07183887,P07183888,P07183889,Z1066,0.5,2.5,2.5,Helena,,,,,,,,,
P07183890,P07183891,P07183892,P07183893,pA0037,3,0.5,3,Helena,,,,,,,,,
P07183894,P07183895,P07183896,P07183897,pB4310,0.5,1,1.5,Helena,,,,,,,,,
P07183898,P07183899,P07183900,P07183901,pB4574,1,1,1.5,Helena,damaged,,,,,,,,
P07183902,P07183903,P07183904,P07183905,pB4566,2,2.5,2,Helena,,,,,,,,,
P07183906,P07183907,P07183908,P07183909,pB4578,0.5,2.5,1.5,Helena,,,,,,,,,
P07183910,P07183911,P07183912,P07183913,pB4331,0.5,2,1.5,Helena,,,,,,,,,
P07183914,P07183915,P07183916,P07183917,pB3882,3,1.5,NA,Helena,damaged,,,,,,,,
P07183918,P07183919,P07183920,P07183921,pB3895,4,1,3.5,Helena,,,,,,,,,
P07183922,P07183923,P07183924,P07183925,pB4311,2.5,1,3,Helena,,,,,,,,,
P07183926,P07183927,P07183928,P07183929,pB4315,2,1,2,Helena,,,,,,,,,
P07183930,P07183931,P07183932,P07183933,pB0512,4,0.5,1,Helena,old/damaged,,,,,,,,
P07183934,P07183935,P07183936,P07183937,pB0113,2.5,1,4,Helena,,,,,,,,,
P07183938,P07183939,P07183940,P07183941,pA1912,4,0.5,3.5,Helena,,,,,,,,,
P07183942,P07183943,P07183944,P07183945,pB0344,2.5,0.5,2,Helena,,,,,,,,,
P07183946,P07183947,P07183948,P07183949,pB4305,0.5,3,1,Helena,,,,,,,,,
P07183950,P07183951,P07183952,P07183953,pB4320,4,0.5,3,Helena,,,,,,,,,
P07183954,P07183955,P07183956,P07183957,pB0176,2.5,1,4,Helena,,,,,,,,,
P07183958,P07183959,P07183960,P07183961,pB1942,4,1,3.5,Helena,old,,,,,,,,
P07183962,P07183963,P07183964,P07183965,pB0160,3.5,2.5,3,Helena,,,,,,,,,
P07183966,P07183967,P07183968,P07183969,pB0243,3,1,3,Helena,,,,,,,,,
P07183970,P07183971,P07183972,P07183973,pB4318,2.5,1,3.5,Helena,damaged,,,,,,,,
P07183974,P07183975,P07183976,P07183977,pB0359,3.5,0.5,3,Helena,old,,,,,,,,
P07183978,P07183979,P07183980,P07183981,pB0685,1.5,0.5,1.5,Helena,,,,,,,,,
P07183982,P07183983,P07183984,P07183985,pB0552,0.5,2.5,1,Helena,old,,,,,,,,
P07183986,P07183987,P07183988,P07183989,Z2983,2.5,1.5,1.5,Helena,,,,,,,,,
P07183990,P07183991,P07183992,P07183993,pB0366,4,0.5,3,Helena,,,,,,,,,
P07183994,P07183995,P07183996,P07183997,pB3881,0.5,2.5,1,Helena,,,,,,,,,
P07183998,P07183999,P07184000,P07184001,pA1852,3.5,1.5,3,Helena,old,,,,,,,,
P07184002,P07184003,P07184004,P07184005,pB0377,3.5,0.5,3,Helena,damaged,,,,,,,,
P07184006,P07184007,P07184008,P07184009,pB0390,1.5,1,1.5,Helena,,,,,,,,,
P07184010,P07184011,P07184012,P07184013,Z1469,3.5,0.5,1,Helena,,,,,,,,,
P07184014,P07184015,P07184016,P07184017,pB3899,3.5,0.5,3.5,Helena,,,,,,,,,
P07184018,P07184019,P07184020,P07184021,pA1282,3.5,0.5,3,Helena,,,,,,,,,
P07184022,P07184023,P07184024,P07184025,pB4309,0.5,2,1,Helena,,,,,,,,,
P07184026,P07184027,P07184028,P07184029,pB4563,0.5,1,1.5,Helena,damaged,,,,,,,,
P07184030,P07184031,P07184032,P07184033,pB4568,0.5,1.5,1,Helena,,,,,,,,,
P07184034,P07184035,P07184036,P07184037,pB4119,3.5,2,3,Helena,,,,,,,,,
NA,NA,NA,NA,pB4528,na,na,na,,we collected tissue but flower no available,,,,,,,,
NA,NA,NA,NA,pB4609,na,na,na,,we collected tissue but flower no available,,,,,,,,
P07194038,P07194039,P07194040,P07194041,pB4700,3,1,3.5,Helena,,,,,,,,,
P07194042,P07194043,P07194044,P07194045,pB4699,3,1,3,Helena,,,,,,,,,
P07194046,P07194047,P07194048,P07194049,pB4690,3,0.5,3.5,Helena,,,,,,,,,
P07194050,P07194051,P07194052,P07194053,pB4685,3,1,3,Helena,,,,,,,,,
P07194054,P07194055,P07194056,P07194057,pB4688,4,0.5,3.5,Helena,,,,,,,,,
P07194058,P07194059,P07194060,P07194061,pB4696,3.5,1,3,Helena,damaged,,,,,,,,
P07194062,P07194063,P07194064,P07194065,pB4692,3,0.5,3,Helena,,,,,,,,,
P07194066,P07194067,P07194068,P07194069,pB4691,3,0.5,3.5,Helena,,,,,,,,,
P07194070,P07194071,P07194072,P07194073,pB4763,3.5,1,3,Helena,,,,,,,,,
P07194074,P07194075,P07194076,P07194077,pB4695,3.5,1,3,Helena,,,,,,,,,
P07194078,P07194079,P07194080,P07194081,pB4686,3,0.5,3,Helena,damaged,,,,,,,,
P07194082,P07194083,P07194084,P07194085,pB4689,3.5,0.5,3,Helena,damaged,,,,,,,,
P07194086,P07194087,P07194088,P07194089,pB4682,3.5,1,3.5,Helena,,,,,,,,,
P07194090,P07194091,P07194092,P07194093,pB4681,3.5,0.5,3.5,Helena,,,,,,,,,
P07194094,P07194095,P07194096,P07194097,pB4674,0.5,2.5,3,Helena,damaged,,,,,,,,
P07194098,P07194099,P07194100,P07194101,pB4765,0.5,2.5,1.5,Helena,,,,,,,,,
P07194102,P07194103,P07194104,P07194105,pB4775,4,0.5,3,Helena,,,,,,,,,
P07194106,P07194107,P07194108,P07194109,pB4774,3.5,1,3,Helena,,,,,,,,,
P07194110,P07194111,P07194112,P07194113,pB4768,0.5,2.5,NA,Helena,,,,,,,,,
P07194114,P07194115,P07194116,P07194117,pB4796,1,2.5,3.5,Helena,,,,,,,,,
P07194118,P07194119,P07194120,P07194121,pB4790,0.5,2.5,1.5,Helena,,,,,,,,,
P07194122,P07194123,P07194124,P07194125,pB4795,0.5,2.5,2,Helena,,,,,,,,,
P07194126,P07194127,P07194128,P07194129,pB4780,3,0.5,3,Helena,,,,,,,,,
P07194130,P07194131,P07194132,P07194133,pB4781,0.5,3,1.5,Helena,old,,,,,,,,
P07194134,P07194135,P07194136,P07194137,pB4779,3.5,0.5,3,Helena,,,,,,,,,
P07194138,P07194139,P07194140,P07194141,pB4784,1.5,2.5,4,Helena,,,,,,,,,
P07194142,P07194143,P07194144,P07194145,pB4782,0.5,2.5,2,Helena,,,,,,,,,
P07194146,P07194147,P07194148,P07194149,pB4794,0.5,2,1.5,Helena,,,,,,,,,
P07194150,P07194151,P07194152,P07194153,pB4787,0.5,3,1.5,Helena,,,,,,,,,
P07194154,P07194155,P07194156,P07194157,pB4793,2,2.5,3.5,Helena,,,,,,,,,
P07194162,P07194163,P07194164,P07194165,pB4786,0.5,1,1,Helena,,,,,,,,,
P07194166,P07194167,P07194168,P07194169,pB4789,0.5,2.5,1,Helena,,,,,,,,,
P07194170,P07194171,P07194172,P07194173,pB4788,0.5,2,2,Helena,,,,,,,,,
P07194174,P07194175,P07194176,P07194177,pB4778,3.5,1,3.5,Helena,,,,,,,,,
P07194178,P07194179,P07194180,P07194181,pB4770,3,1.5,3,Helena,,,,,,,,,
P07194182,P07194183,P07194184,P07194185,pB4799,0.5,2.5,2,Helena,,,,,,,,,
P07194186,P07194187,P07194188,P07194189,pB4769,3,0.5,3,Helena,,,,,,,,,
P07194190,P07194191,P07194192,P07194193,pB4771,3,0.5,3,Helena,,,,,,,,,
P07194194,P07194195,P07194196,P07194197,pB4791,1.5,2.5,3.5,Helena,,,,,,,,,
P07194198,P07194199,P07194200,P07194201,pB4785,0.5,2.5,3,Helena,,,,,,,,,
P07194202,P07194203,P07194204,P07194205,pB4800,0.5,2.5,2,Helena,,,,,,,,,
P07194206,P07194207,P07194208,P07194209,pB4776,3.5,2.5,3,Helena,old,,,,,,,,
P07194210,P07194211,P07194212,P07194213,pB4698,4,0.5,3,Helena,,,,,,,,,
P07194214,P07194215,P07194216,P07194217,pB4772,0.5,2.5,3.5,Helena,,,,,,,,,
P07194218,P07194219,P07194220,P07194221,pB4676,0.5,2.5,1.5,Helena,,,,,,,,,
P07194222,P07194223,P07194224,P07194225,pB4798,0.5,2.5,1,Helena,,,,,,,,,
P07194226,P07194227,P07194228,P07194229,pB4687,3,0.5,3,Helena,,,,,,,,,
P07194230,P07194231,P07194232,P07194233,pB4761,3,1,3,Helena,,,,,,,,,
P07194234,P07194235,P07194236,P07194237,pB4683,3,1,3,Helena,damaged,,,,,,,,
P07194238,P07194239,P07194240,P07194241,pB4684,4,0.5,3,Helena,,,,,,,,,
P07194242,P07194243,P07194244,P07194245,pB4697,4,0.5,3.5,Helena,,,,,,,,,
P07194246,P07194247,P07194248,P07194249,pB4764,3,0.5,3,Helena,,,,,,,,,
P07194250,P07194251,P07194252,P07194253,pB4661,1.5,2.5,2,Helena,,,,,,,,,
P07194254,P07194255,P07194256,P07194257,pB4773,3,0.5,3,Helena,,,,,,,,,
P07194258,P07194259,P07194260,P07194261,pB4694,4,0.5,3.5,Helena,,,,,,,,,
P07194262,P07194263,P07194264,P07194265,pB4767,3.5,0.5,3.5,Helena,,,,,,,,,
P07194266,P07194267,P07194268,P07194269,pB4792,1,2.5,3.5,Helena,,,,,,,,,
P07194270,P07194271,P07194272,P07194273,pB4671,0.5,2.5,1.5,Helena,,,,,,,,,
P07194274,P07194275,P07194276,P07194277,pB4777,3,0.5,3,Helena,damaged,,,,,,,,
NA,NA,NA,NA,pB4762,na,na,na,,we collected tissue but flower no available,,,,,,,,
NA,NA,NA,NA,pB4797,na,na,na,,we collected tissue but flower no available,,,,,,,,
NA,NA,NA,NA,pB4693,na,na,na,,we collected tissue but flower no available,,,,,,,,
NA,NA,NA,NA,pB4783,na,na,na,,we collected tissue but flower no available,,,,,,,,
NA,NA,NA,NA,pB4766,na,na,na,,we collected tissue but flower no available,,,,,,,,
P07204278,P07204279,P07204280,P07204281,pB4807,3.5,0.5,3,Helena,,,,,,,,,
P07204282,P07204283,P07204284,P07204285,pB4812,4,1,3.5,Helena,,,,,,,,,
P07204286,P07204287,P07204288,P07204289,pB4804,3,0.5,3.5,Helena,,,,,,,,,
P07204290,P07204291,P07204292,P07204293,pB4813,3.5,0.5,3.5,Helena,,,,,,,,,
