pc,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,,,,,,,,,
P06281812,P06281813,P06281814,P06281815,pC2805,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281816,P06281817,P06281818,P06281819,pC2463,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281820,P06281821,P06281822,P06281823,pC2574,3.5,0.5,0.5,Tetiana,a bit old and small,,,,,,,,,,,,,,,,
P06281824,P06281825,P06281826,P06281827,pC2563,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281828,P06281829,P06281830,P06281831,pC2808,4,0.5,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P06281832,P06281833,P06281834,P06281835,pC2554,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281837,P06281838,P06281839,P06281840,pC2548,3,1,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P06281841,P06281842,P06281843,P06281844,pC2526,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281845,P06281846,P06281847,P06281848,pC2562,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281849,P06281850,P06281851,P06281852,pC2575,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06281853,P06281854,P06281855,P06281856,pC2362,4,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06281857,P06281858,P06281859,P06281860,pC2572,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281861,P06281862,P06281863,P06281864,pC2567,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281865,P06281866,P06281867,P06281868,pC2818,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281869,P06281870,P06281871,P06281872,pC2809,3.5,NA,3,Tetiana,"old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06281873,P06281874,P06281875,P06281876,pC2527,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281877,P06281878,P06281879,P06281880,pC2561,3.5,1.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06281881,P06281882,P06281883,P06281884,pC2364,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281885,P06281886,P06281887,P06281888,pC2534,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281889,P06281890,P06281891,P06281892,pC2466,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281893,P06281894,P06281895,P06281896,pC2532,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281897,P06281898,P06281899,P06281900,pC2341,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281901,P06281902,P06281903,P06281904,pC2539,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281905,P06281906,P06281907,P06281908,pC2451,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281909,P06281910,P06281911,P06281912,pC2357,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281913,P06281914,P06281915,P06281916,pC2546,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06281917,P06281918,P06281919,P06281920,pC2537,NA,NA,NA,Tetiana,"very old, red 3-4, yellow 0.5-1, venation 2.5 or more",,,,,,,,,,,,,,,,
P06281921,P06281922,P06281923,P06281924,pC2474,3,0.5,0.5,Tetiana,very old,,,,,,,,,,,,,,,,
P06281925,P06281926,P06281927,P06281928,pC2547,3,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281929,P06281930,P06281931,P06281932,pC2453,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06281933,P06281934,P06281935,P06281936,pC2824,3.5,NA,3,Tetiana,"no face, yellow not more than 2, venation by one petal",,,,,,,,,,,,,,,,
P06281937,P06281938,P06281939,P06281940,pC2536,1.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06281941,P06281942,P06281943,P06281944,pC0841,3.5,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06281945,P06281946,P06281947,P06281948,pC2538,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06281949,P06281950,P06281951,P06281952,pC0044,0.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06281953,P06281954,P06281955,P06281956,pC1908,3.5,1,3,Tetiana,Provisionally identified as pc0841b - Agnese,,,,,,,,,,,,,,,,
P06291957,P06291958,P06291959,P06291960,pC2610,2,2,2.5,Tetiana,"a bit old and damaged, venation mostly by one petal",,,,,,,,,,,,,,,,
P06291961,P06291962,P06291963,P06291964,pC2472,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06291965,P06291966,P06291967,P06291968,pC2551,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06291969,P06291970,P06291971,P06291972,pC2606,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06291973,P06291974,P06291975,P06291976,pC2615,1.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06291977,P06291978,P06291979,P06291980,pC2611,3.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06291981,P06291982,P06291983,P06291984,pC2613,1.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06291985,P06291986,P06291987,P06291988,pC2625,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06291989,P06291990,P06291991,P06291992,pC2473,4,0.5,3,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06291993,P06291994,P06291995,P06291996,pC2623,3.5,1,NA,Tetiana,"a bit old, veantion 3-3.5",,,,,,,,,,,,,,,,
P06291997,P06291998,P06291999,P06292000,pC2566,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06292001,P06292002,P06292003,P06292004,pC2559,4,1,3,Tetiana,old,,,,,,,,,,,,,,,,
P06292005,P06292006,P06292007,P06292008,pC2618,4,0.5,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P06292009,P06292010,P06292011,P06292012,pC2617,3.5,1,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06292013,P06292014,P06292015,P06292016,pC2469,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06292017,P06292018,P06292019,P06292020,pC2552,3.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06292021,P06292022,P06292023,P06292024,pC2607,3.5,NA,3.5,Tetiana,"old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06292025,P06292026,P06292027,P06292028,pC2609,3,2.5,3,Tetiana,yellow is very pale on all the petas,,,,,,,,,,,,,,,,
P06292029,P06292030,P06292031,P06292032,pC2456,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06292033,P06292034,P06292035,P06292036,pC2568,3,NA,3,Tetiana,"old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06292037,P06292038,P06292039,P06292040,pC2458,3,2.5,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P06292041,P06292042,P06292043,P06292044,pC2619,1.5,2.5,2.5,Tetiana,old,,,,,,,,,,,,,,,,
P06292045,P06292046,P06292047,P06292048,pC2464,1,1,1,Tetiana,old and damaged,,,,,,,,,,,,,,,,
P06292049,P06292050,P06292051,P06292052,pC2604,1,1,1,Tetiana,,,,,,,,,,,,,,,,,
P06302053,P06302054,P06302055,P06302056,pC2571,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06302057,P06302058,P06302059,P06302060,pC2434,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06302061,P06302062,P06302063,P06302064,pC2564,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06302065,P06302066,P06302067,P06302068,pC2612,0.5,2.5,0.5,Tetiana,old,,,,,,,,,,,,,,,,
P06302069,P06302070,P06302071,P06302072,pC2452,1.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06302073,P06302074,P06302075,P06302076,pC2459,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06302077,P06302078,P06302079,P06302080,pC2601,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06302081,P06302082,P06302083,P06302084,pC2475,1,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06302085,P06302086,P06302087,P06302088,pC2570,0.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P06302089,P06302090,P06302091,P06302092,pC2455,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06302093,P06302094,P06302095,P06302096,pC2621,0.5,2.5,1,Tetiana,old and damaged,,,,,,,,,,,,,,,,
P06302097,P06302098,P06302099,P06302100,pC2622,0.5,1,2.5,Tetiana,"a bit old, yellow might be 2.5 but very pale",,,,,,,,,,,,,,,,
P06302101,P06302102,P06302103,P06302104,pC2620,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06302105,P06302106,P06302107,P06302108,pC2616,0.5,2.5,0.5,Tetiana,old,,,,,,,,,,,,,,,,
P06302109,P06302110,P06302111,P06302112,pC2602,0.5,2.5,1,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06302113,P06302114,P06302115,P06302116,pC2804,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06302117,P06302118,P06302119,P06302120,pC2614,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06302121,P06302122,P06302123,P06302124,pC2608,2,2.5,2.5,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06302125,P06302126,P06302127,P06302128,pC2823,2,2.5,2.5,Tetiana,old,,,,,,,,,,,,,,,,
P06302129,P06302130,P06302131,P06302132,pC2802,3,2.5,3,Tetiana,"damaged, venation by 1 petal",,,,,,,,,,,,,,,,
P06302133,P06302134,P06302135,P06302136,pC2603,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06302137,P06302138,P06302139,P06302140,pC2624,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06302141,P06302142,P06302143,P06302144,pC2605,0.5,1,1,Tetiana,old and damaged,,,,,,,,,,,,,,,,
P06302145,P06302146,P06302147,P06302148,pC0203,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07012149,P07012150,P07012151,P07012152,pC2822,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07012153,P07012154,P07012155,P07012156,pC2555,0.5,2.5,2.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P07012157,P07012158,P07012159,P07012160,pC2684,0.5,2.5,1,Tetiana,old,,,,,,,,,,,,,,,,
P07012161,P07012162,P07012163,P07012164,pC2695,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07012165,P07012166,P07012167,P07012168,pC2677,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07012169,P07012170,P07012171,P07012172,pC2825,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07012173,P07012174,P07012175,P07012176,pC2676,1.5,2.5,3,Tetiana,old,,,,,,,,,,,,,,,,
P07012177,P07012178,P07012179,P07012180,pC2689,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07012181,P07012182,P07012183,P07012184,pC2553,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07012185,P07012186,P07012187,P07012188,pC2699,1,2.5,2,Tetiana,,,,,,,,,,,,,,,,,
P07012189,P07012190,P07012191,P07012192,pC2569,0.5,3,2,Tetiana,,,,,,,,,,,,,,,,,
P07012193,P07012194,P07012195,P07012196,pC2560,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07012197,P07012198,P07012199,P07012200,pC2682,0.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P07012217,P07012218,P07012219,P07012220,pC1907,1,1.5,1,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P07012221,P07012222,P07012223,P07012224,pC0133,1.5,0.5,1,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P07012225,P07012226,P07012227,P07012228,pC2518,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07012229,P07012230,P07012231,P07012232,pC2523,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07012233,P07012234,P07012235,P07012236,pC2565,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07012237,P07012238,P07012239,P07012240,pC2556,1.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P07012241,P07012242,P07012243,P07012244,pC2637,0.5,2.5,1,Tetiana,yellov in petals is very pale,,,,,,,,,,,,,,,,
P07012245,P07012246,P07012247,P07012248,pC2467,0.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P07012249,P07012250,P07012251,P07012252,pC2558,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07012253,P07012254,P07012255,P07012256,pC2573,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07012257,P07012258,P07012259,P07012260,pC2470,1,2.5,0.5,Tetiana,,,,,,,,,,,,,,,,,
P07022262,P07022263,P07022264,P07022265,pC2821,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022266,P07022267,P07022268,P07022269,pC2810,1,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022270,P07022271,P07022272,P07022273,pC2638,1,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022274,P07022275,P07022276,P07022277,pC2820,0.5,2.5,2.5,Tetiana,old,,,,,,,,,,,,,,,,
P07022278,P07022279,P07022280,P07022281,pC2640,0.5,2.5,2.5,Tetiana,old,,,,,,,,,,,,,,,,
P07022282,P07022283,P07022284,P07022285,pC2817,1.5,2.5,NA,Tetiana,"old and damaged, venation is 1 or more",,,,,,,,,,,,,,,,
P07022286,P07022287,P07022288,P07022289,pC2454,1.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07022290,P07022291,P07022292,P07022293,pC2636,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P07022294,P07022295,P07022296,P07022297,pC2649,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07022298,P07022299,P07022300,P07022301,pC2647,0.5,2.5,1,Tetiana,old,,,,,,,,,,,,,,,,
P07022302,P07022303,P07022304,P07022305,pC2632,0.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P07022306,P07022307,P07022308,P07022309,pC2633,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022310,P07022311,P07022312,P07022313,pC2628,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022314,P07022315,P07022316,P07022317,pC2627,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022318,P07022319,P07022320,P07022321,pC2634,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07022322,P07022323,P07022324,P07022325,pC2644,0.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07022326,P07022327,P07022328,P07022329,pC2811,0.5,2.5,1,Tetiana,old,,,,,,,,,,,,,,,,
P07022330,P07022331,P07022332,P07022333,pC2630,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07022334,P07022335,P07022336,P07022337,pC2806,0.5,2.5,1,Tetiana,prety old,,,,,,,,,,,,,,,,
P07022338,P07022339,P07022340,P07022341,pC2674,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07022342,P07022343,P07022344,P07022345,pC2661,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022346,P07022347,P07022348,P07022349,pC2650,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07022350,P07022351,P07022352,P07022353,pC2815,3.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032354,P07032355,P07032356,P07032357,pC3048,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07032358,P07032359,P07032360,P07032361,pC2698,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032362,P07032363,P07032364,P07032365,pC2694,3.5,0.5,4,Tetiana,,,,,,,,,,,,,,,,,
P07032366,P07032367,P07032368,P07032369,pC2925,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032370,P07032371,P07032372,P07032373,pC2648,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032374,P07032375,P07032376,P07032377,pC2686,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032378,P07032379,P07032380,P07032381,pC2643,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032382,P07032383,P07032384,P07032385,pC2696,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032386,P07032387,P07032388,P07032389,pC3022,3.5,NA,3.5,Tetiana,"damaged, unhappy, yellow 0.5-1, venation by 1 petal",,,,,,,,,,,,,,,,
P07032390,P07032391,P07032392,P07032393,pC2679,3.5,NA,3.5,Tetiana,"damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P07032394,P07032395,P07032396,P07032397,pC2912,3.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07032398,P07032399,P07032400,P07032401,pC3045,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032402,P07032403,P07032404,P07032405,pC3046,4,NA,3.5,Tetiana,"old, yellow 0.5-1",,,,,,,,,,,,,,,,
P07032406,P07032407,P07032408,P07032409,pC3044,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07032410,P07032411,P07032412,P07032413,pC2635,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P07032414,P07032415,P07032416,P07032417,pC2681,4,0.5,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P07032418,P07032419,P07032420,P07032421,pC2916,3,0.5,NA,Tetiana,"damaged, venation 3-3.5",,,,,,,,,,,,,,,,
P07032422,P07032423,P07032424,P07032425,pC3041,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07032426,P07032427,P07032428,P07032429,pC3038,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07032430,P07032431,P07032432,P07032433,pC3039,4.5,1,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P07032434,P07032435,P07032436,P07032437,pC3023,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07032438,P07032439,P07032440,P07032441,pC2906,NA,NA,NA,Tetiana,"small, old, red 3.5-4, yellow 0.5-1, venation 2.5 or more",,,,,,,,,,,,,,,,
P07032442,P07032443,P07032444,P07032445,pC3040,3.5,1,NA,Tetiana,"damaged, venation 3 or more",,,,,,,,,,,,,,,,
P07032446,P07032447,P07032448,P07032449,pC3025,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07032450,P07032451,P07032452,P07032453,pC3033,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07032454,P07032455,P07032456,P07032457,pC3020,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032458,P07032459,P07032460,P07032461,pC3036,4,0.5,3,Tetiana,old and a bit damaged,,,,,,,,,,,,,,,,
P07032462,P07032463,P07032464,P07032465,pC3003,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032466,P07032467,P07032468,P07032469,pC2629,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032470,P07032471,P07032472,P07032473,pC3032,3.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032474,P07032475,P07032476,P07032477,pC2645,3,1,NA,Tetiana,"damaged, venation 2.5 or more",,,,,,,,,,,,,,,,
P07032478,P07032479,P07032480,P07032481,pC2700,1.5,2,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07032482,P07032483,P07032484,P07032485,pC3035,2,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07032486,P07032487,P07032488,P07032489,pC2692,1.5,NA,2.5,Tetiana,"old, yellow 0.5-1",,,,,,,,,,,,,,,,
P07032490,P07032491,P07032492,P07032493,pC2678,1.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07032494,P07032495,P07032496,P07032497,pC3050,2,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07032498,P07032499,P07032500,P07032501,pC2646,1.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07032502,P07032503,P07032504,P07032505,pC2687,1.5,2,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07032506,P07032507,P07032508,P07032509,pC2921,NA,NA,2.5,Tetiana,"old, red 1.5-2, yellow 0.5-1",,,,,,,,,,,,,,,,
P07032510,P07032511,P07032512,P07032513,pC2693,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042514,P07042515,P07042516,P07042517,pC3008,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042518,P07042519,P07042520,P07042521,pC2924,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042522,P07042523,P07042524,P07042525,pC2639,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042526,P07042527,P07042528,P07042529,pC3024,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042530,P07042531,P07042532,P07042533,pC3015,1.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042534,P07042535,P07042536,P07042537,pC3019,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042538,P07042539,P07042540,P07042541,pC3026,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042542,P07042543,P07042544,P07042545,pC2690,3.5,0.5,4,Tetiana,,,,,,,,,,,,,,,,,
P07042546,P07042547,P07042548,P07042549,pC3030,3.5,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042550,P07042551,P07042552,P07042553,pC3031,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042554,P07042555,P07042556,P07042557,pC3007,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042558,P07042559,P07042560,P07042561,pC2631,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042562,P07042563,P07042564,P07042565,pC2641,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042566,P07042567,P07042568,P07042569,pC2915,3.5,NA,3.5,Tetiana,"damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P07042570,P07042571,P07042572,P07042573,pC3014,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07042574,P07042575,P07042576,P07042577,pC2680,2,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042578,P07042579,P07042580,P07042581,pC2626,1,2.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042582,P07042583,P07042584,P07042585,pC2691,3.5,0.5,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P07042586,P07042587,P07042588,P07042589,pC3017,4,0.5,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P07042590,P07042591,P07042592,P07042593,pC2642,3.5,2.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042594,P07042595,P07042596,P07042597,pC2685,2,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042598,P07042599,P07042600,P07042601,pC3034,3,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042602,P07042603,P07042604,P07042605,pC3037,1.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042606,P07042607,P07042608,P07042609,pC2697,4,0.5,4,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P07042610,P07042611,P07042612,P07042613,pC2683,1.5,1,NA,Tetiana,"damaged, venation 2.5 or more",,,,,,,,,,,,,,,,
P07042614,P07042615,P07042616,P07042617,pC3047,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042618,P07042619,P07042620,P07042621,pC2909,2,0.5,1,Tetiana,,,,,,,,,,,,,,,,,
P07042622,P07042623,P07042624,P07042625,pC3049,3.5,1,NA,Tetiana,"damaged, venation 2.5 or more",,,,,,,,,,,,,,,,
P07042626,P07042627,P07042628,P07042629,pC2918,4,0.5,NA,Tetiana,"damaged, venation 2.5 or more",,,,,,,,,,,,,,,,
P07042630,P07042631,P07042632,P07042633,pC3018,2,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042634,P07042635,P07042636,P07042637,pC3028,3.5,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P07042638,P07042639,P07042640,P07042641,pC3012,3.5,1,NA,Tetiana,"damaged, venation 2.5 or more",,,,,,,,,,,,,,,,
P07042642,P07042643,P07042644,P07042645,pC2807,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042646,P07042647,P07042648,P07042649,pC3029,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042650,P07042651,P07042652,P07042653,pC2688,3.5,0.5,3,Tetiana,damaged,,,,,,,,,,,,,,,,
P07042654,P07042655,P07042656,P07042657,pC3027,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042658,P07042659,P07042660,P07042661,pC3042,2,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042662,P07042663,P07042664,P07042665,pC2503,1.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042666,P07042667,P07042668,P07042669,pC2520,2,0.5,3,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P07042670,P07042671,P07042672,P07042673,pC2509,1.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07042674,P07042675,P07042676,P07042677,pC2517,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042678,P07042679,P07042680,P07042681,pC2460,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07042682,P07042683,P07042684,P07042685,pC0101,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042686,P07042687,P07042688,P07042689,pC3006,2,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P07042690,P07042691,P07042692,P07042693,pC3016,2,1,4,Tetiana,,,,,,,,,,,,,,,,,
P07042694,P07042695,P07042696,P07042697,pC3011,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07042698,P07042699,P07042700,P07042701,pC3005,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07042702,P07042703,P07042704,P07042705,pC3013,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042706,P07042707,P07042708,P07042709,pC2902,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042710,P07042711,P07042712,P07042713,pC3021,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P07042714,P07042715,P07042716,P07042717,pC2913,3.5,NA,3.5,Tetiana,"a bit damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P07042718,P07042719,P07042720,P07042721,pC2920,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042722,P07042723,P07042724,P07042725,pC3001,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042726,P07042727,P07042728,P07042729,pC3004,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P07042730,P07042731,P07042732,P07042733,pC2947,4,0.5,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P07042734,P07042735,P07042736,P07042737,pC2932,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042738,P07042739,P07042740,P07042741,pC3009,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042742,P07042743,P07042744,P07042745,pC2945,3.5,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P07042746,P07042747,P07042748,P07042749,pC3010,0.5,1,1.5,Tetiana,,,,,,,,,,,,,,,,,
P07042750,P07042751,P07042752,P07042753,pC3002,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
